Column,code,product_name,generic_name,quantity,packaging_en,packaging_text,brands,brands_tags,categories,categories_tags,labels,labels_tags,first_packaging_code_geo,stores,ingredients_text,ingredients_analysis_tags,allergens,allergens_en,traces,traces_tags,traces_en,serving_size,serving_quantity,additives_n,additives,additives_tags,nutriscore_score,nutriscore_grade,nova_group,ecoscore_score,ecoscore_grade,nutrient_levels_tags,product_quantity,image_url,image_small_url,energy_kj_100g,energy_kcal_100g,energy_100g,energy_from_fat_100g,fat_100g,saturated_fat_100g,butyric_acid_100g,caproic_acid_100g,caprylic_acid_100g,capric_acid_100g,lauric_acid_100g,myristic_acid_100g,palmitic_acid_100g,stearic_acid_100g,arachidic_acid_100g,behenic_acid_100g,lignoceric_acid_100g,cerotic_acid_100g,montanic_acid_100g,melissic_acid_100g,unsaturated_fat_100g,monounsaturated_fat_100g,omega_9_fat_100g,polyunsaturated_fat_100g,omega_3_fat_100g,omega_6_fat_100g,alpha_linolenic_acid_100g,eicosapentaenoic_acid_100g,docosahexaenoic_acid_100g,linoleic_acid_100g,arachidonic_acid_100g,gamma_linolenic_acid_100g,dihomo_gamma_linolenic_acid_100g,oleic_acid_100g,elaidic_acid_100g,gondoic_acid_100g,mead_acid_100g,erucic_acid_100g,nervonic_acid_100g,trans_fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,added_sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,maltodextrins_100g,starch_100g,polyols_100g,erythritol_100g,fiber_100g,soluble_fiber_100g,insoluble_fiber_100g,proteins_100g,casein_100g,serum_proteins_100g,nucleotides_100g,salt_100g,added_salt_100g,sodium_100g,alcohol_100g,vitamin_a_100g,beta_carotene_100g,vitamin_d_100g,vitamin_e_100g,vitamin_k_100g,vitamin_c_100g,vitamin_b1_100g,vitamin_b2_100g,vitamin_pp_100g,vitamin_b6_100g,vitamin_b9_100g,folates_100g,vitamin_b12_100g,biotin_100g,pantothenic_acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits_vegetables_nuts_100g,fruits_vegetables_nuts_dried_100g,fruits_vegetables_nuts_estimate_100g,fruits_vegetables_nuts_estimate_from_ingredients_100g,collagen_meat_protein_ratio_100g,cocoa_100g,chlorophyl_100g,carbon_footprint_100g,carbon_footprint_from_meat_or_fish_100g,nutrition_score_fr_100g,nutrition_score_uk_100g,glycemic_index_100g,water_hardness_100g,choline_100g,phylloquinone_100g,beta_glucan_100g,inositol_100g,carnitine_100g,sulphate_100g,nitrate_100g,acidity_100g
372657,808675,Three Layer Hummus,,320 g,Plastic,,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Condiments, Spreads, Plant-based spreads, Salted spreads, Sauces, Dips, Hummus, Perishable","en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spreads,en:plant-based-spreads,en:salted-spreads,en:sauces,en:dips,en:hummus,en:perishable",,,,Trader Joe's,"PERISHABLE, KEEP REFRIGERATED 9NT GABRANZO BEANS (GARBANZO BEANS, WATER, SALT), WATER, TAHINI (GROUND SEA E ROL CLANTRO, GARLIC, JALAPENOS (JALAPENOS, WATER, VINEGAR, SALT), PARSLE C A MENTAT DEHYDRATED ROASTED RED BELL PEPPERS (ROASTED RED BELL PEPPERS,POTITON 9P&PER CONCENTRATE, SUNFLOWER OIL, ASCORBIC ACID [VITAMIN C AND TOCAPHRO LRLVOR EXTRA VIRGIN OLIVE OIL, SPICES, CITRIC, ACETIC, LACTIC AND MALUC AS WACTRED ON SHARED EQUIPMENT WITH PEANUTS, EGGS, MILK, TREE NUTS, WHEAT S DIST.&SOLD EXCLUSIVELY BY: TRADER JOE'S, MONROVIA,","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,,"en:eggs,en:fish,en:gluten,en:milk,en:nuts,en:peanuts,en:soybeans,en:shellfish","en:eggs,en:fish,en:gluten,en:milk,en:nuts,en:peanuts,en:soybeans,en:shellfish","Eggs,Fish,Gluten,Milk,Nuts,Peanuts,Soybeans,Shellfish",,,0.0,,,3.0,c,3.0,77.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",320.0,https://images.openfoodfacts.org/images/products/00808675/front_en.14.400.jpg,https://images.openfoodfacts.org/images/products/00808675/front_en.14.200.jpg,,166.66666666667,697.0,,13.333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,6.6666666666667,,,,1.1666666666667,,0.46666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3555597825484,,,,,,3.0,,,,,,,,,,,
372892,809474,Spicy Peanut Vinaigrette,,,,,Trader Joe's,trader-joe-s,"Condiments, Sauces, Groceries","en:condiments,en:sauces,en:groceries",,,,,,,,,,,,,,,,,23.0,e,,,unknown,"en:fat-in-high-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity,en:salt-in-high-quantity",,https://images.openfoodfacts.org/images/products/00809474/front_en.9.400.jpg,https://images.openfoodfacts.org/images/products/00809474/front_en.9.200.jpg,,327.8689,1372.0,,20.4918,2.0492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9836,36.8852,,,,,,,,,,,0.0,,,4.0984,,,,3.0737705,,1.2295082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,
373097,809580,Vanilla cake and baking mix,,,Card-box,,Trader Joe's,trader-joe-s,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Cooking helpers, Pastry helpers, Baking Mixes, Dessert mixes, Cake mixes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",,,,Trader Joe's,"Sugar, unbleached enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid, may contain malted barley flour, enzymes, ascorbic acid [vitamin c {dough conditioner}]), leavening (sodium acid pyrophosphate, sodium bicarbonate), salt, soybean oil, vanilla bean specks, madagascar bourbon vanilla flavor, xanthan gum.","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,en:gluten,Gluten,0.11 CAKE MIX (50 g),50.0,3.0,,"en:e415,en:e450,en:e450i,en:e500,en:e500ii",,unknown,4.0,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-high-quantity",,https://images.openfoodfacts.org/images/products/00809580/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/00809580/front_en.12.200.jpg,,620.0,2594.0,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,86.0,50.0,,,,,,,,,,,2.0,,,4.0,,,,2.05,,0.82,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,0.00216,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
373123,809979,"Trader joe's, dried cranberries",,,,,Trader Joe's,trader-joe-s,Snacks,en:snacks,"Sustainable, Sustainable fishery, Sustainable Seafood MSC","en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",,Trader Joe's,"Sweetened dried cranberries (cranberries, sugar, expeller pressed cranberry seed oil).","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,,0.333 cup (40 g),40.0,0.0,,,4.0,c,3.0,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",,https://images.openfoodfacts.org/images/products/00809979/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/00809979/front_en.5.200.jpg,,325.0,1360.0,,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,80.0,70.0,,,,,,,,,,,5.0,,,0.0,,,,0.0,,0.0,,0.0,,,,,0.006,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,100.0,,,,,,4.0,,,,,,,,,,,
373459,812238,Asian Style Vegetable Stir Fry,,18 oz,,,Trader Joe's,trader-joe-s,,,,,,,,,,,,,,,,,,,,unknown,,,unknown,,510.29141625,https://images.openfoodfacts.org/images/products/00812238/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00812238/front_en.3.200.jpg,,29.411764705882,123.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8823529411765,2.3529411764706,,,,,,,,,,,2.3529411764706,,,2.3529411764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373759,814591,Bananas & Cream - Strawberrues & Cream Yogurts,,4 oz,,,Trader Joe's,trader-joe-s,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,,,amount/serving nutrition total fat 6g sat. fat 3.5g mas 18% fiber og total sugas t serving trans fat 0g size 1container 113g) cholest ol 15mg 5% hd.12gkteclip) sodiumomg 2% protein 4g i sering 140 vit. d 0% · calcium 10% · iron 0% p tin sniyanc rant no 53-33,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,,,,0.0,,,5.0,c,,67.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",113.3980925,https://images.openfoodfacts.org/images/products/00814591/front_en.17.400.jpg,https://images.openfoodfacts.org/images/products/00814591/front_en.17.200.jpg,,123.89380530973,518.0,,5.3097345132743,3.0973451327434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.929203539823,14.159292035398,,,,,,,,,,,0.0,,,3.5398230088496,,,,0.1216814159292,,0.04867256637168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,5.0,,,,,,,,,,,
373761,814638,Yaourt,,113 g,,,Trader joe's,trader-joe-s,"en:Produits fermentés, en:Produits laitiers, en:Produits laitiers fermentés, en:Yaourts","en:produits-fermentes,en:produits-laitiers,en:produits-laitiers-fermentes,en:yaourts",Kascher,en:kosher,,Trader Joe's,,,,,,,,,,,,,5.0,c,,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",113.0,https://images.openfoodfacts.org/images/products/00814638/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/00814638/front_fr.3.200.jpg,,140.0,586.0,,6.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,16.0,,,,,,,,,,,,,,4.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
373799,81492039839,Authentic Greek Feta,,,,,Trader Joe’s,trader-joe-s,,,,,,,,,,,,,,28.0g,28.0,,,,,unknown,,,unknown,,,,,,285.714285714286,1195.0,,25.0,17.8571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373936,815642,Cage Free Grade A Large Brown Eggs,,,,,Trader Joe's,trader-joe-s,,,,,,,,,,,,,,,,,,,,unknown,,,unknown,,,https://images.openfoodfacts.org/images/products/00815642/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00815642/front_en.3.200.jpg,,140.0,586.0,,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,12.0,,,,0.35,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373948,815949,Oven roasted turkey breast,,,,,Trader Joe's,trader-joe-s,"Meats and their products, Meats, Prepared meats, Poultries, Turkey and its products, Turkeys, Turkey breasts","en:meats-and-their-products,en:meats,en:prepared-meats,en:poultries,en:turkey-and-its-products,en:turkeys,en:turkey-breasts",,,,Trader Joe's,"Turkey breast, water, contains less than 2% of sea salt, evaporated cane syrup, vinegar, carrageenan.","en:palm-oil-content-unknown,en:non-vegan,en:non-vegetarian",,,,,,4 SLICES (56 g),56.0,1.0,,en:e407,5.0,c,4.0,21.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",,https://images.openfoodfacts.org/images/products/00815949/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/00815949/front_en.4.200.jpg,,107.0,448.0,,0.89,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.045,1.79,1.79,,,,,,,,,,,0.0,,,19.64,,,,2.0525,,0.821,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,0.00064,,,,,,,,,,,,,,,,0.0,,,,,,5.0,,,,,,,,,,,
373949,815963,Smoked turkey breakfast,,7 oz,,,Trader Joe's,trader-joe-s,"Meats and their products, Meats, Prepared meats","en:meats-and-their-products,en:meats,en:prepared-meats",,,,Trader Joe's,"Turkey breast, water, contains less than 2% of sea salt, evaporated cane syrup, vinegar, carrageenan.","en:palm-oil-content-unknown,en:non-vegan,en:non-vegetarian",,,,,,4 SLICES (56 g),56.0,1.0,,en:e407,5.0,c,4.0,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",198.446661875,https://images.openfoodfacts.org/images/products/00815963/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/00815963/front_en.12.200.jpg,,107.1429,448.0,,0.8929,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.045,1.7857,1.7857,,,,,,,,,,,0.0,,,19.6429,,,,2.0535715,,0.8214286,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,0.00064,,,,,,,,,,,,,,,,0.0,,,,,,5.0,,,,,,,,,,,
373950,816144,Japanese style Panko bread crumbs,,7 oz,,,Trader Joe's,trader-joe-s,,,,,,Trader Joe's,"Wheat flour,. cane sugar, yeast, salt.","en:palm-oil-free,en:vegan,en:vegetarian",,,,,,34 g (0.5 cup),,0.0,,,,unknown,,,unknown,,198.446661875,https://images.openfoodfacts.org/images/products/00816144/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/00816144/front_en.5.200.jpg,,352.9412,1477.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,73.5294,2.9412,,,,,,,,,,,5.9,,,14.7059,,,,0.514706,,0.2058824,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,0.00106,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
374323,816779,Organic Kiwi,,16 oz,,,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Kiwifruits","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:kiwifruits","Organic, USDA Organic","en:organic,en:usda-organic",,Trader Joe's,KIWI,"en:palm-oil-free,en:vegan,en:vegetarian",,,,,,,,0.0,,,-6.0,a,1.0,72.0,b,,453.59237,https://images.openfoodfacts.org/images/products/00816779/front_en.9.400.jpg,https://images.openfoodfacts.org/images/products/00816779/front_en.9.200.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,-6.0,,,,,,,,,,,
374353,817028,Chile Spiced Mango,,8 oz,,,Trader Joe's,trader-joe-s,,,,,,Trader Joe's,"Mango (mango, sugar), paprika, sugar, salt, citric acid, cayenne.","en:palm-oil-free,en:vegan,en:vegetarian",,,,,,30 g (0.25 cup),,1.0,,en:e330,,unknown,,,unknown,,226.796185,https://images.openfoodfacts.org/images/products/00817028/front_en.14.400.jpg,https://images.openfoodfacts.org/images/products/00817028/front_en.14.200.jpg,,350.0,1464.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,82.5,65.0,,,,,,,,,,,2.5,,,0.0,,,,1.1875,,0.475,,0.0005001,,,,,0.0,,,,,,,,,,,,,,0.067,,0.0012,,,,,,,,,,,,,,,,58.3333333333333,,,,,,,,,,,,,,,,,
374366,817417,Organic Fair Trade Ethiopian Coffee,,,,,Trader Joe's,trader-joe-s,,,Fair trade,en:fair-trade,,,,,,,,,,,,,,,,unknown,,,unknown,,,https://images.openfoodfacts.org/images/products/00817417/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00817417/front_en.3.200.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374386,817691,Frosted Maple and Brown Sugar Shredded Bite Size Wheats,,,,,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals",,,,Trader Joe's,"Whole wheat, sugar, brown sugar, natural flavor, gelatin, caramel (color)], vitamin e (used to preserve freshness). vitamins & minerals: reduced iron, niacinamide, zinc (zinc (zinc oxide), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b1 (thiamine mononitrate), tricalcium phosphate, folic acid, vitamin b12 (cyanocobalamin).","en:palm-oil-free,en:non-vegan,en:non-vegetarian",,,,,,55 g (1 cup),,1.0,,en:e428,-2.0,a,4.0,25.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",,https://images.openfoodfacts.org/images/products/00817691/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/00817691/front_en.5.200.jpg,,363.63636363636,1521.0,,1.8181818181818,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,76.363636363636,21.818181818182,,,,,,,,,,,9.1,,,9.0909090909091,,,,0.0,,0.0,,0.0,,,,,0.0,0.007,0.007727,0.009091,0.000909,,0.000182,2.73e-06,,,,,0.327,,0.0,0.273,0.02945,0.073,0.00273,0.000291,,,,,,,,,,,,,0.0,,,,,,-2.0,,,,,,,,,,,
374389,817806,Wild Boreal Blueberries,,16 oz,,,Trader Joe's,trader-joe-s,,,,,,,,,,,,,,140g(.cup),140.0,,,,,unknown,,,unknown,,453.59237,https://images.openfoodfacts.org/images/products/00817806/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/00817806/front_en.4.200.jpg,,57.142857142857,239.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.285714285714,10.0,,,,,,,,,,,4.0,,,0.0,,,,17.857142857143,,7.1428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374395,817943,Ginger Almond & Cashew Granola cereal,,16 oz,,,Trader Joe's,trader-joe-s,,,,,,,,,,,,,,55g,55.0,,,,,unknown,,,unknown,,453.59237,https://images.openfoodfacts.org/images/products/00817943/front_en.9.400.jpg,https://images.openfoodfacts.org/images/products/00817943/front_en.9.200.jpg,,437.5,1831.0,,14.0625,1.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4375,29.6875,,,,,,,,,,,2.0,,,7.8125,,,,292.96875,,117.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374401,818049,Organic Mango Passion Granola Cereal,,,,,Trader Joe's,trader-joe-s,,,,,,Trader Joe's,"Organic whole rolled oats, organic milled cane sugar, organic vegetable oil (organic canola and/or organic safflower and/or organic sunflower oil), organic rice flour, organic brown rice syrup, organic freeze dried mango, organic oat syrup solids, natural flavor, salt, organic barley malt syrup.","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,,55 g (0.66 cup),55.0,0.0,,,,unknown,4.0,,unknown,,,,,,436.0,1824.0,,12.73,1.82,,,,,,,,,,,,,,,,6.36,,3.64,,,,,,,,,,,,,,,,0.0,0.0,69.09,18.18,,,,,,,,,,,7.3,,,10.91,,,,0.1397,,0.05588,,0.0001635,,,,,0.0044,,,,,,,,,,,,,,0.036,,0.00262,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
374402,818094,Maple pecan granola cereal,,16 oz,,,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals",,,,,"whole rolled oats, milled cane sugar, vegetable oil (canola and/or safflower and/or sunflower oil), rice flour, pecans, maple syrup, cornstarch, honey, salt, barley malt syrup, natural flavor: contains pecans. may contain traces of other tree nuts, wheat & soy.","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",en:nuts,,en:nuts,en:nuts,Nuts,,,0.0,,,13.0,d,3.0,25.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",453.59237,https://images.openfoodfacts.org/images/products/00818094/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/00818094/front_en.19.200.jpg,,454.54545454545,1902.0,,18.181818181818,1.8181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.090909090909,27.272727272727,,,,,,,,,,,,,,9.0909090909091,,,,0.31818181818183,,0.127272727272732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8125,,,,,,13.0,,,,,,,,,,,
374403,818148,Vanilla Almond granola cereal,,16 oz,"Cardboard-box,Plastic-bag",,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals",,,,,"Whole rolled oats, milled cane sugar, expeller pressed canola oil, rice flour, almonds, cornstarch, honey, natural flavors, salt, barley malt syrup","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",,,,,,58g (58 g),58.0,0.0,,,6.0,c,4.0,29.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",453.59237,https://images.openfoodfacts.org/images/products/00818148/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00818148/front_en.3.200.jpg,,448.0,1880.0,,15.5,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,25.9,,,,,,,,,,,6.9,,,8.62,,,,0.19,,0.0759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0625,,,,,,6.0,,,,,,,,,,,
374709,819466,Organic ground beef patties,,16 oz,,,Trader Joe's,trader-joe-s,,,"Organic, USDA Organic","en:organic,en:usda-organic",,,,,,,,,,,,,,,,unknown,,,unknown,,453.59237,https://images.openfoodfacts.org/images/products/00819466/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00819466/front_en.3.200.jpg,,212.38938053097,889.0,,15.044247787611,6.1946902654867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,18.58407079646,,,,0.16592920353982,,0.066371681415928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375019,820264,Dark chocolate roasted pistachio toffee,,,Pet-tub,,Trader Joe's,trader-joe-s,Snacks,en:snacks,,,,,,,,,,,,,,,,,22.0,e,,,unknown,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",,https://images.openfoodfacts.org/images/products/00820264/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00820264/front_en.3.200.jpg,,527.77777777778,2208.0,,36.111111111111,16.666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,41.666666666667,,,,,,,,,,,5.5555555555556,,,8.3333333333333,,,,0.4861111111111,,0.19444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,
375222,821421,Sprouted Flourless Whole Wheat Berry Bread,,,,,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, White breads, Wheat breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:white-breads,en:wheat-breads",,,,Trader Joe's,"Sprouted organic whole wheat berries, filtered water, wheat gluten, organic dates, fresh yeast, sea salt, organic raisins, soy lecithin (emulsifier), cultured wheat.","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,,34 g (34 g),34.0,1.0,,"en:e322,en:e322i",-2.0,a,4.0,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-moderate-quantity",,,,,235.0,983.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,44.12,5.88,,,,,,,,,,,5.9,,,14.71,,,,1.19634,,0.478536,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,0.00212,,,,,,,,,,,,,,,,6.15372555555556,,,,,,-2.0,,,,,,,,,,,
375429,823388,Fancy Shredded Mexican Style Cheese Blend,,12 oz,,,Trader Joe's,trader-joe-s,"Dairies, Fermented foods, Fermented milk products, Cheeses, Mexican cheeses","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:mexican-cheeses",,,,,,,,,,,,1oz,28.349523125,,,,13.0,d,,34.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",340.1942775,https://images.openfoodfacts.org/images/products/00823388/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00823388/front_en.3.200.jpg,,100.0,418.0,,8.0,17.857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,6.0,,,,1.3392857142857,,0.53571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,
